,State,Correlation,Lagged 6 Months,Lagged 12 Months,Lagged 18 Months,Lagged 24 Months,Lagged 30 Months,Lagged 36 Months
0,IL,0.14112267692365676,0.12591753271478562,0.12623754109298443,0.15480724402267984,0.19672932233595822,0.2627757863796932,0.2894346445871178
1,NM,0.2788482420247102,0.2952457687601499,0.35075224203977523,0.4335901915846775,0.5312656603380556,0.5990676480423907,0.6064941701389839
2,CA,-0.14472172128020533,-0.16743455390842868,-0.15987454938838377,-0.11826237466438716,-0.052784210422651155,0.028179762781199335,0.05840695184878929
3,AK,0.43142300127098826,0.43287858572760446,0.4397272997058105,0.5047984990751807,0.5619750028353634,0.6413951723947798,0.6450798292163374
4,NV,-0.200719961425396,-0.2174238880980421,-0.22042415055122347,-0.20331180419370398,-0.16389659408201995,-0.08863710857762845,-0.050491005323733684
